method,mode,scene,seed,malicious_report_leakage
PRTD,independent,Water,20260833,0.8325991189427313
PRTD,independent,Water,20260834,0.8535127055306427
PRTD,independent,Water,20260835,0.8738872403560831
PRTD,independent,Water,20260836,0.869309838472834
PRTD,independent,Water,20260837,0.7621861152141802
PRTD,mature_anchor,Climate,20260808,0.7408906882591093
PRTD,mature_anchor,Climate,20260809,0.7542735042735043
PRTD,mature_anchor,Climate,20260810,0.8164948453608247
PRTD,mature_anchor,Climate,20260811,0.7862903225806451
PRTD,mature_anchor,Climate,20260812,0.8164948453608247
PRTD,mature_anchor,Climate,20260813,0.8020833333333334
PRTD,mature_anchor,Climate,20260814,0.7987152034261242
PRTD,mature_anchor,Climate,20260815,0.7008196721311475
PRTD,mature_anchor,Climate,20260816,0.6041666666666666
PRTD,mature_anchor,Climate,20260817,0.6518046709129511
PRTD,mature_anchor,Climate,20260818,0.820040899795501
PRTD,mature_anchor,Climate,20260819,0.8226495726495726
PRTD,mature_anchor,Climate,20260820,0.8396039603960396
PRTD,mature_anchor,Climate,20260821,0.8209876543209876
PRTD,mature_anchor,Climate,20260822,0.8
PRTD,mature_anchor,Climate,20260823,0.7695652173913043
PRTD,mature_anchor,Climate,20260824,0.6387096774193548
PRTD,mature_anchor,Climate,20260825,0.7800829875518672
PRTD,mature_anchor,Climate,20260826,0.7145790554414785
PRTD,mature_anchor,Climate,20260827,0.7991803278688525
PRTD,mature_anchor,Climate,20260828,0.7597535934291582
PRTD,mature_anchor,Climate,20260829,0.7292929292929293
PRTD,mature_anchor,Climate,20260830,0.7904967602591793
PRTD,mature_anchor,Climate,20260831,0.7457983193277311
PRTD,mature_anchor,Climate,20260832,0.5329218106995884
PRTD,mature_anchor,Climate,20260833,0.8176352705410822
PRTD,mature_anchor,Climate,20260834,0.632258064516129
PRTD,mature_anchor,Climate,20260835,0.7019027484143763
PRTD,mature_anchor,Climate,20260836,0.7433264887063655
PRTD,mature_anchor,Climate,20260837,0.7424892703862661
PRTD,mature_anchor,Traffic,20260808,0.8166666666666667
PRTD,mature_anchor,Traffic,20260809,0.6654611211573237
PRTD,mature_anchor,Traffic,20260810,0.8017857142857143
PRTD,mature_anchor,Traffic,20260811,0.789103690685413
PRTD,mature_anchor,Traffic,20260812,0.8302919708029197
PRTD,mature_anchor,Traffic,20260813,0.7912087912087912
PRTD,mature_anchor,Traffic,20260814,0.6368613138686131
PRTD,mature_anchor,Traffic,20260815,0.7871559633027523
PRTD,mature_anchor,Traffic,20260816,0.6243093922651933
PRTD,mature_anchor,Traffic,20260817,0.6391941391941391
PRTD,mature_anchor,Traffic,20260818,0.6273062730627307
PRTD,mature_anchor,Traffic,20260819,0.7555970149253731
PRTD,mature_anchor,Traffic,20260820,0.7956204379562044
PRTD,mature_anchor,Traffic,20260821,0.572463768115942
PRTD,mature_anchor,Traffic,20260822,0.7573529411764706
PRTD,mature_anchor,Traffic,20260823,0.7472324723247232
PRTD,mature_anchor,Traffic,20260824,0.7339449541284404
PRTD,mature_anchor,Traffic,20260825,0.7327272727272728
PRTD,mature_anchor,Traffic,20260826,0.8266423357664233
PRTD,mature_anchor,Traffic,20260827,0.5905797101449275
PRTD,mature_anchor,Traffic,20260828,0.6867030965391621
PRTD,mature_anchor,Traffic,20260829,0.6529850746268657
PRTD,mature_anchor,Traffic,20260830,0.837037037037037
PRTD,mature_anchor,Traffic,20260831,0.8233151183970856
PRTD,mature_anchor,Traffic,20260832,0.6702508960573477
PRTD,mature_anchor,Traffic,20260833,0.7527272727272727
PRTD,mature_anchor,Traffic,20260834,0.7360594795539034
PRTD,mature_anchor,Traffic,20260835,0.7612781954887218
PRTD,mature_anchor,Traffic,20260836,0.7485822306238186
PRTD,mature_anchor,Traffic,20260837,0.7518656716417911
PRTD,mature_anchor,Water,20260808,0.8191056910569106
PRTD,mature_anchor,Water,20260809,0.8388429752066116
PRTD,mature_anchor,Water,20260810,0.8368200836820083
PRTD,mature_anchor,Water,20260811,0.8577405857740585
PRTD,mature_anchor,Water,20260812,0.8525641025641025
PRTD,mature_anchor,Water,20260813,0.8777555110220441
PRTD,mature_anchor,Water,20260814,0.87117903930131
PRTD,mature_anchor,Water,20260815,0.8614072494669509
PRTD,mature_anchor,Water,20260816,0.8571428571428571
PRTD,mature_anchor,Water,20260817,0.8731182795698925
PRTD,mature_anchor,Water,20260818,0.8530020703933747
PRTD,mature_anchor,Water,20260819,0.8632478632478633
PRTD,mature_anchor,Water,20260820,0.8623655913978494
PRTD,mature_anchor,Water,20260821,0.864476386036961
PRTD,mature_anchor,Water,20260822,0.8503118503118503
PRTD,mature_anchor,Water,20260823,0.8516260162601627
PRTD,mature_anchor,Water,20260824,0.8340248962655602
PRTD,mature_anchor,Water,20260825,0.8744769874476988
PRTD,mature_anchor,Water,20260826,0.8669354838709677
PRTD,mature_anchor,Water,20260827,0.8604651162790697
PRTD,mature_anchor,Water,20260828,0.8708333333333333
PRTD,mature_anchor,Water,20260829,0.8737060041407867
PRTD,mature_anchor,Water,20260830,0.8244111349036403
PRTD,mature_anchor,Water,20260831,0.871578947368421
PRTD,mature_anchor,Water,20260832,0.8713080168776371
PRTD,mature_anchor,Water,20260833,0.855072463768116
PRTD,mature_anchor,Water,20260834,0.8598726114649682
PRTD,mature_anchor,Water,20260835,0.8604651162790697
PRTD,mature_anchor,Water,20260836,0.8634453781512605
PRTD,mature_anchor,Water,20260837,0.8140043763676149
PRTD,onoff,Climate,20260808,0.7327327327327328
PRTD,onoff,Climate,20260809,0.7453416149068323
PRTD,onoff,Climate,20260810,0.8109756097560976
PRTD,onoff,Climate,20260811,0.8042813455657493
PRTD,onoff,Climate,20260812,0.8208955223880597
PRTD,onoff,Climate,20260813,0.7949526813880127
PRTD,onoff,Climate,20260814,0.7993527508090615
PRTD,onoff,Climate,20260815,0.6935483870967742
PRTD,onoff,Climate,20260816,0.6123076923076923
PRTD,onoff,Climate,20260817,0.6655948553054662
PRTD,onoff,Climate,20260818,0.8252148997134671
PRTD,onoff,Climate,20260819,0.84
PRTD,onoff,Climate,20260820,0.8348348348348348
PRTD,onoff,Climate,20260821,0.8378378378378378
PRTD,onoff,Climate,20260822,0.8
PRTD,onoff,Climate,20260823,0.743421052631579
PRTD,onoff,Climate,20260824,0.6428571428571429
PRTD,onoff,Climate,20260825,0.7760736196319018
PRTD,onoff,Climate,20260826,0.7142857142857143
PRTD,onoff,Climate,20260827,0.8006430868167203
PRTD,onoff,Climate,20260828,0.7619047619047619
PRTD,onoff,Climate,20260829,0.7507692307692307
PRTD,onoff,Climate,20260830,0.811377245508982
PRTD,onoff,Climate,20260831,0.7619047619047619
PRTD,onoff,Climate,20260832,0.5076923076923077
PRTD,onoff,Climate,20260833,0.8284883720930233
PRTD,onoff,Climate,20260834,0.6625386996904025
PRTD,onoff,Climate,20260835,0.7006369426751592
PRTD,onoff,Climate,20260836,0.760932944606414
PRTD,onoff,Climate,20260837,0.7740963855421686
PRTD,onoff,Traffic,20260808,0.797583081570997
PRTD,onoff,Traffic,20260809,0.665680473372781
PRTD,onoff,Traffic,20260810,0.7614678899082569
PRTD,onoff,Traffic,20260811,0.7222222222222222
PRTD,onoff,Traffic,20260812,0.8157099697885196
PRTD,onoff,Traffic,20260813,0.7689873417721519
PRTD,onoff,Traffic,20260814,0.6726726726726727
PRTD,onoff,Traffic,20260815,0.7337662337662337
PRTD,onoff,Traffic,20260816,0.5942492012779552
PRTD,onoff,Traffic,20260817,0.622356495468278
PRTD,onoff,Traffic,20260818,0.6134969325153374
PRTD,onoff,Traffic,20260819,0.7376093294460642
PRTD,onoff,Traffic,20260820,0.7993827160493827
PRTD,onoff,Traffic,20260821,0.5935672514619883
PRTD,onoff,Traffic,20260822,0.7222222222222222
PRTD,onoff,Traffic,20260823,0.7269938650306749
PRTD,onoff,Traffic,20260824,0.7319277108433735
PRTD,onoff,Traffic,20260825,0.7388724035608308
PRTD,onoff,Traffic,20260826,0.8258258258258259
PRTD,onoff,Traffic,20260827,0.5866261398176292
PRTD,onoff,Traffic,20260828,0.6955223880597015
PRTD,onoff,Traffic,20260829,0.6375404530744336
PRTD,onoff,Traffic,20260830,0.8103975535168195
PRTD,onoff,Traffic,20260831,0.831858407079646
PRTD,onoff,Traffic,20260832,0.6824925816023739
PRTD,onoff,Traffic,20260833,0.7374631268436578
PRTD,onoff,Traffic,20260834,0.7353846153846154
PRTD,onoff,Traffic,20260835,0.7712418300653595
PRTD,onoff,Traffic,20260836,0.7292307692307692
PRTD,onoff,Traffic,20260837,0.7462235649546828
PRTD,onoff,Water,20260808,0.821917808219178
PRTD,onoff,Water,20260809,0.8591954022988506
PRTD,onoff,Water,20260810,0.8497109826589595
PRTD,onoff,Water,20260811,0.8653295128939829
PRTD,onoff,Water,20260812,0.8703170028818443
PRTD,onoff,Water,20260813,0.884393063583815
PRTD,onoff,Water,20260814,0.8885714285714286
PRTD,onoff,Water,20260815,0.8753541076487252
PRTD,onoff,Water,20260816,0.8638888888888889
PRTD,onoff,Water,20260817,0.8776758409785933
PRTD,onoff,Water,20260818,0.8555555555555555
PRTD,onoff,Water,20260819,0.8818443804034583
PRTD,onoff,Water,20260820,0.8603988603988604
PRTD,onoff,Water,20260821,0.8635097493036211
PRTD,onoff,Water,20260822,0.8413597733711048
PRTD,onoff,Water,20260823,0.8527777777777777
PRTD,onoff,Water,20260824,0.8370786516853933
PRTD,onoff,Water,20260825,0.8904109589041096
PRTD,onoff,Water,20260826,0.8711484593837535
PRTD,onoff,Water,20260827,0.8541666666666666
PRTD,onoff,Water,20260828,0.8849315068493151
PRTD,onoff,Water,20260829,0.8793103448275862
PRTD,onoff,Water,20260830,0.8431372549019608
PRTD,onoff,Water,20260831,0.8703170028818443
PRTD,onoff,Water,20260832,0.8820058997050148
PRTD,onoff,Water,20260833,0.867231638418079
PRTD,onoff,Water,20260834,0.876750700280112
PRTD,onoff,Water,20260835,0.8820058997050148
PRTD,onoff,Water,20260836,0.8767908309455588
PRTD,onoff,Water,20260837,0.8148148148148148
RPPS-TDC,compact,Climate,20260808,0.05343511450381679
RPPS-TDC,compact,Climate,20260809,0.02403846153846154
RPPS-TDC,compact,Climate,20260810,0.0629800307219662
RPPS-TDC,compact,Climate,20260811,0.04813664596273292
RPPS-TDC,compact,Climate,20260812,0.053516819571865444
RPPS-TDC,compact,Climate,20260813,0.02365930599369085
RPPS-TDC,compact,Climate,20260814,0.04451510333863275
RPPS-TDC,compact,Climate,20260815,0.05581395348837209
RPPS-TDC,compact,Climate,20260816,0.05263157894736842
RPPS-TDC,compact,Climate,20260817,0.03732503888024884
RPPS-TDC,compact,Climate,20260818,0.06605222734254992
RPPS-TDC,compact,Climate,20260819,0.07751937984496124
RPPS-TDC,compact,Climate,20260820,0.04953560371517028
RPPS-TDC,compact,Climate,20260821,0.07075471698113207
RPPS-TDC,compact,Climate,20260822,0.04552590266875981
RPPS-TDC,compact,Climate,20260823,0.020634920634920634
RPPS-TDC,compact,Climate,20260824,0.0987460815047022
RPPS-TDC,compact,Climate,20260825,0.08500772797527048
RPPS-TDC,compact,Climate,20260826,0.07585139318885449
RPPS-TDC,compact,Climate,20260827,0.017214397496087636
RPPS-TDC,compact,Climate,20260828,0.08448540706605223
RPPS-TDC,compact,Climate,20260829,0.05597579425113464
RPPS-TDC,compact,Climate,20260830,0.040061633281972264
RPPS-TDC,compact,Climate,20260831,0.05564142194744977
RPPS-TDC,compact,Climate,20260832,0.004658385093167702
RPPS-TDC,compact,Climate,20260833,0.02472952086553323
RPPS-TDC,compact,Climate,20260834,0.0192
RPPS-TDC,compact,Climate,20260835,1.0
RPPS-TDC,compact,Climate,20260836,0.06259541984732825
RPPS-TDC,compact,Climate,20260837,0.01579778830963665
RPPS-TDC,compact,Traffic,20260808,0.02976190476190476
RPPS-TDC,compact,Traffic,20260809,0.005865102639296188
RPPS-TDC,compact,Traffic,20260810,0.08516886930983847
RPPS-TDC,compact,Traffic,20260811,0.06821480406386067
RPPS-TDC,compact,Traffic,20260812,0.016224188790560472
RPPS-TDC,compact,Traffic,20260813,0.04185351270553064
RPPS-TDC,compact,Traffic,20260814,0.04105571847507331
RPPS-TDC,compact,Traffic,20260815,0.05286343612334802
RPPS-TDC,compact,Traffic,20260816,0.029542097488921712
RPPS-TDC,compact,Traffic,20260817,0.04296296296296296
RPPS-TDC,compact,Traffic,20260818,0.10222222222222223
RPPS-TDC,compact,Traffic,20260819,0.01634472511144131
RPPS-TDC,compact,Traffic,20260820,0.01809954751131222
RPPS-TDC,compact,Traffic,20260821,0.03268945022288262
RPPS-TDC,compact,Traffic,20260822,0.0734632683658171
RPPS-TDC,compact,Traffic,20260823,0.043478260869565216
RPPS-TDC,compact,Traffic,20260824,0.046130952380952384
RPPS-TDC,compact,Traffic,20260825,0.014771048744460856
RPPS-TDC,compact,Traffic,20260826,0.05185185185185185
RPPS-TDC,compact,Traffic,20260827,0.016296296296296295
RPPS-TDC,compact,Traffic,20260828,0.04398826979472141
RPPS-TDC,compact,Traffic,20260829,0.009009009009009009
RPPS-TDC,compact,Traffic,20260830,0.03283582089552239
RPPS-TDC,compact,Traffic,20260831,0.051698670605613
RPPS-TDC,compact,Traffic,20260832,0.10248901903367497
RPPS-TDC,compact,Traffic,20260833,1.0
RPPS-TDC,compact,Traffic,20260834,0.004464285714285714
RPPS-TDC,compact,Traffic,20260835,0.05015197568389058
RPPS-TDC,compact,Traffic,20260836,0.0014970059880239522
RPPS-TDC,compact,Traffic,20260837,0.016442451420029897
RPPS-TDC,compact,Water,20260808,0.05483405483405483
RPPS-TDC,compact,Water,20260809,0.06489675516224189
RPPS-TDC,compact,Water,20260810,0.052552552552552555
RPPS-TDC,compact,Water,20260811,0.08442503639010189
RPPS-TDC,compact,Water,20260812,0.07418397626112759
RPPS-TDC,compact,Water,20260813,0.03671071953010279
RPPS-TDC,compact,Water,20260814,0.03903903903903904
RPPS-TDC,compact,Water,20260815,0.9174174174174174
RPPS-TDC,compact,Water,20260816,0.08139534883720931
RPPS-TDC,compact,Water,20260817,0.11492537313432835
RPPS-TDC,compact,Water,20260818,0.07922272047832586
RPPS-TDC,compact,Water,20260819,0.029717682020802376
RPPS-TDC,compact,Water,20260820,0.058394160583941604
RPPS-TDC,compact,Water,20260821,0.02745664739884393
RPPS-TDC,compact,Water,20260822,0.08541973490427099
RPPS-TDC,compact,Water,20260823,0.06332842415316642
RPPS-TDC,compact,Water,20260824,0.03560830860534125
RPPS-TDC,compact,Water,20260825,0.06976744186046512
RPPS-TDC,compact,Water,20260826,0.048316251830161056
RPPS-TDC,compact,Water,20260827,0.06656580937972768
RPPS-TDC,compact,Water,20260828,0.09210526315789473
RPPS-TDC,compact,Water,20260829,0.0629575402635432
RPPS-TDC,compact,Water,20260830,0.01195814648729447
RPPS-TDC,compact,Water,20260831,0.028064992614475627
RPPS-TDC,compact,Water,20260832,0.07396449704142012
RPPS-TDC,compact,Water,20260833,0.04405286343612335
RPPS-TDC,compact,Water,20260834,0.03587443946188341
RPPS-TDC,compact,Water,20260835,0.08605341246290801
RPPS-TDC,compact,Water,20260836,0.020558002936857563
RPPS-TDC,compact,Water,20260837,0.08862629246676514
RPPS-TDC,independent,Climate,20260808,0.0
RPPS-TDC,independent,Climate,20260809,0.0
RPPS-TDC,independent,Climate,20260810,0.0
RPPS-TDC,independent,Climate,20260811,0.0
RPPS-TDC,independent,Climate,20260812,0.0
RPPS-TDC,independent,Climate,20260813,0.0
RPPS-TDC,independent,Climate,20260814,0.0
RPPS-TDC,independent,Climate,20260815,0.0
RPPS-TDC,independent,Climate,20260816,0.0
RPPS-TDC,independent,Climate,20260817,0.0
RPPS-TDC,independent,Climate,20260818,0.0
RPPS-TDC,independent,Climate,20260819,0.0
RPPS-TDC,independent,Climate,20260820,0.0
RPPS-TDC,independent,Climate,20260821,0.0
RPPS-TDC,independent,Climate,20260822,0.0
RPPS-TDC,independent,Climate,20260823,0.0
RPPS-TDC,independent,Climate,20260824,0.0
RPPS-TDC,independent,Climate,20260825,0.0
RPPS-TDC,independent,Climate,20260826,0.0
RPPS-TDC,independent,Climate,20260827,0.0
RPPS-TDC,independent,Climate,20260828,0.0
RPPS-TDC,independent,Climate,20260829,0.0
RPPS-TDC,independent,Climate,20260830,0.0
RPPS-TDC,independent,Climate,20260831,0.0
RPPS-TDC,independent,Climate,20260832,0.0
RPPS-TDC,independent,Climate,20260833,0.0
RPPS-TDC,independent,Climate,20260834,0.0
RPPS-TDC,independent,Climate,20260835,0.0
RPPS-TDC,independent,Climate,20260836,0.0
RPPS-TDC,independent,Climate,20260837,0.0
RPPS-TDC,independent,Traffic,20260808,0.0
RPPS-TDC,independent,Traffic,20260809,0.0
RPPS-TDC,independent,Traffic,20260810,0.0
RPPS-TDC,independent,Traffic,20260811,0.0
RPPS-TDC,independent,Traffic,20260812,0.0
RPPS-TDC,independent,Traffic,20260813,0.0
RPPS-TDC,independent,Traffic,20260814,0.0
RPPS-TDC,independent,Traffic,20260815,0.0
RPPS-TDC,independent,Traffic,20260816,0.0
RPPS-TDC,independent,Traffic,20260817,0.0
RPPS-TDC,independent,Traffic,20260818,0.0
RPPS-TDC,independent,Traffic,20260819,0.0
RPPS-TDC,independent,Traffic,20260820,0.0
RPPS-TDC,independent,Traffic,20260821,0.0
RPPS-TDC,independent,Traffic,20260822,0.0
RPPS-TDC,independent,Traffic,20260823,0.0
RPPS-TDC,independent,Traffic,20260824,0.0
RPPS-TDC,independent,Traffic,20260825,0.0
RPPS-TDC,independent,Traffic,20260826,0.0
RPPS-TDC,independent,Traffic,20260827,0.0
RPPS-TDC,independent,Traffic,20260828,0.0
RPPS-TDC,independent,Traffic,20260829,0.0
RPPS-TDC,independent,Traffic,20260830,0.0
RPPS-TDC,independent,Traffic,20260831,0.0
RPPS-TDC,independent,Traffic,20260832,0.0
RPPS-TDC,independent,Traffic,20260833,0.0
RPPS-TDC,independent,Traffic,20260834,0.0
RPPS-TDC,independent,Traffic,20260835,0.0
RPPS-TDC,independent,Traffic,20260836,0.0
RPPS-TDC,independent,Traffic,20260837,0.0
RPPS-TDC,independent,Water,20260808,0.0
RPPS-TDC,independent,Water,20260809,0.0
RPPS-TDC,independent,Water,20260810,0.0
RPPS-TDC,independent,Water,20260811,0.0
RPPS-TDC,independent,Water,20260812,0.0
RPPS-TDC,independent,Water,20260813,0.0
RPPS-TDC,independent,Water,20260814,0.0
RPPS-TDC,independent,Water,20260815,0.0
RPPS-TDC,independent,Water,20260816,0.0
RPPS-TDC,independent,Water,20260817,0.0
RPPS-TDC,independent,Water,20260818,0.007473841554559043
RPPS-TDC,independent,Water,20260819,0.0
RPPS-TDC,independent,Water,20260820,0.0
RPPS-TDC,independent,Water,20260821,0.0
RPPS-TDC,independent,Water,20260822,0.0
RPPS-TDC,independent,Water,20260823,0.0
RPPS-TDC,independent,Water,20260824,0.0
RPPS-TDC,independent,Water,20260825,0.0
RPPS-TDC,independent,Water,20260826,0.0
RPPS-TDC,independent,Water,20260827,0.0
RPPS-TDC,independent,Water,20260828,0.0
RPPS-TDC,independent,Water,20260829,0.0
RPPS-TDC,independent,Water,20260830,0.0
RPPS-TDC,independent,Water,20260831,0.007385524372230428
RPPS-TDC,independent,Water,20260832,0.0
RPPS-TDC,independent,Water,20260833,0.0
RPPS-TDC,independent,Water,20260834,0.007473841554559043
RPPS-TDC,independent,Water,20260835,0.0
RPPS-TDC,independent,Water,20260836,0.0
RPPS-TDC,independent,Water,20260837,0.0
RPPS-TDC,mature_anchor,Climate,20260808,0.0465587044534413
RPPS-TDC,mature_anchor,Climate,20260809,0.8867521367521367
RPPS-TDC,mature_anchor,Climate,20260810,0.06804123711340206
RPPS-TDC,mature_anchor,Climate,20260811,0.3245967741935484
RPPS-TDC,mature_anchor,Climate,20260812,0.08041237113402062
RPPS-TDC,mature_anchor,Climate,20260813,0.052083333333333336
RPPS-TDC,mature_anchor,Climate,20260814,0.027837259100642397
RPPS-TDC,mature_anchor,Climate,20260815,0.09221311475409837
RPPS-TDC,mature_anchor,Climate,20260816,0.9875
RPPS-TDC,mature_anchor,Climate,20260817,0.029723991507430998
RPPS-TDC,mature_anchor,Climate,20260818,0.12269938650306748
RPPS-TDC,mature_anchor,Climate,20260819,0.10256410256410256
RPPS-TDC,mature_anchor,Climate,20260820,0.08118811881188119
RPPS-TDC,mature_anchor,Climate,20260821,1.0
RPPS-TDC,mature_anchor,Climate,20260822,0.08297872340425531
RPPS-TDC,mature_anchor,Climate,20260823,1.0
RPPS-TDC,mature_anchor,Climate,20260824,0.3548387096774194
RPPS-TDC,mature_anchor,Climate,20260825,0.12448132780082988
RPPS-TDC,mature_anchor,Climate,20260826,0.406570841889117
RPPS-TDC,mature_anchor,Climate,20260827,0.020491803278688523
RPPS-TDC,mature_anchor,Climate,20260828,0.08008213552361396
RPPS-TDC,mature_anchor,Climate,20260829,0.8565656565656565
RPPS-TDC,mature_anchor,Climate,20260830,0.07991360691144708
RPPS-TDC,mature_anchor,Climate,20260831,0.24369747899159663
RPPS-TDC,mature_anchor,Climate,20260832,0.0205761316872428
RPPS-TDC,mature_anchor,Climate,20260833,0.018036072144288578
RPPS-TDC,mature_anchor,Climate,20260834,0.2817204301075269
RPPS-TDC,mature_anchor,Climate,20260835,0.016913319238900635
RPPS-TDC,mature_anchor,Climate,20260836,0.2669404517453799
RPPS-TDC,mature_anchor,Climate,20260837,0.045064377682403435
RPPS-TDC,mature_anchor,Traffic,20260808,1.0
RPPS-TDC,mature_anchor,Traffic,20260809,0.918625678119349
RPPS-TDC,mature_anchor,Traffic,20260810,0.10535714285714286
RPPS-TDC,mature_anchor,Traffic,20260811,0.0843585237258348
RPPS-TDC,mature_anchor,Traffic,20260812,0.01824817518248175
RPPS-TDC,mature_anchor,Traffic,20260813,0.06776556776556776
RPPS-TDC,mature_anchor,Traffic,20260814,0.5857664233576643
RPPS-TDC,mature_anchor,Traffic,20260815,0.9944954128440368
RPPS-TDC,mature_anchor,Traffic,20260816,0.027624309392265192
RPPS-TDC,mature_anchor,Traffic,20260817,0.054945054945054944
RPPS-TDC,mature_anchor,Traffic,20260818,0.1088560885608856
RPPS-TDC,mature_anchor,Traffic,20260819,0.3787313432835821
RPPS-TDC,mature_anchor,Traffic,20260820,0.3248175182481752
RPPS-TDC,mature_anchor,Traffic,20260821,0.9710144927536232
RPPS-TDC,mature_anchor,Traffic,20260822,0.06985294117647059
RPPS-TDC,mature_anchor,Traffic,20260823,0.46309963099630996
RPPS-TDC,mature_anchor,Traffic,20260824,0.05688073394495413
RPPS-TDC,mature_anchor,Traffic,20260825,0.03090909090909091
RPPS-TDC,mature_anchor,Traffic,20260826,0.03832116788321168
RPPS-TDC,mature_anchor,Traffic,20260827,0.9728260869565217
RPPS-TDC,mature_anchor,Traffic,20260828,0.08925318761384335
RPPS-TDC,mature_anchor,Traffic,20260829,0.011194029850746268
RPPS-TDC,mature_anchor,Traffic,20260830,0.8629629629629629
RPPS-TDC,mature_anchor,Traffic,20260831,0.04553734061930783
RPPS-TDC,mature_anchor,Traffic,20260832,0.13620071684587814
RPPS-TDC,mature_anchor,Traffic,20260833,0.9218181818181819
RPPS-TDC,mature_anchor,Traffic,20260834,0.055762081784386616
RPPS-TDC,mature_anchor,Traffic,20260835,0.9699248120300752
RPPS-TDC,mature_anchor,Traffic,20260836,0.0
RPPS-TDC,mature_anchor,Traffic,20260837,0.020522388059701493
RPPS-TDC,mature_anchor,Water,20260808,0.4105691056910569
RPPS-TDC,mature_anchor,Water,20260809,0.09710743801652892
RPPS-TDC,mature_anchor,Water,20260810,0.056485355648535567
RPPS-TDC,mature_anchor,Water,20260811,0.9100418410041841
RPPS-TDC,mature_anchor,Water,20260812,0.16452991452991453
RPPS-TDC,mature_anchor,Water,20260813,0.06212424849699399
RPPS-TDC,mature_anchor,Water,20260814,0.9039301310043668
RPPS-TDC,mature_anchor,Water,20260815,0.8400852878464818
RPPS-TDC,mature_anchor,Water,20260816,0.8382352941176471
RPPS-TDC,mature_anchor,Water,20260817,0.13118279569892474
RPPS-TDC,mature_anchor,Water,20260818,0.11801242236024845
RPPS-TDC,mature_anchor,Water,20260819,0.09829059829059829
RPPS-TDC,mature_anchor,Water,20260820,0.17204301075268819
RPPS-TDC,mature_anchor,Water,20260821,0.053388090349075976
RPPS-TDC,mature_anchor,Water,20260822,0.07484407484407485
RPPS-TDC,mature_anchor,Water,20260823,0.06300813008130081
RPPS-TDC,mature_anchor,Water,20260824,0.2033195020746888
RPPS-TDC,mature_anchor,Water,20260825,0.058577405857740586
RPPS-TDC,mature_anchor,Water,20260826,0.07459677419354839
RPPS-TDC,mature_anchor,Water,20260827,0.36152219873150104
RPPS-TDC,mature_anchor,Water,20260828,0.15625
RPPS-TDC,mature_anchor,Water,20260829,0.09523809523809523
RPPS-TDC,mature_anchor,Water,20260830,0.20342612419700215
RPPS-TDC,mature_anchor,Water,20260831,0.7157894736842105
RPPS-TDC,mature_anchor,Water,20260832,0.07172995780590717
RPPS-TDC,mature_anchor,Water,20260833,0.855072463768116
RPPS-TDC,mature_anchor,Water,20260834,0.05307855626326964
RPPS-TDC,mature_anchor,Water,20260835,0.3678646934460888
RPPS-TDC,mature_anchor,Water,20260836,0.03361344537815126
RPPS-TDC,mature_anchor,Water,20260837,0.10722100656455143
RPPS-TDC,onoff,Climate,20260808,0.03303303303303303
RPPS-TDC,onoff,Climate,20260809,0.043478260869565216
RPPS-TDC,onoff,Climate,20260810,0.08536585365853659
RPPS-TDC,onoff,Climate,20260811,1.0
RPPS-TDC,onoff,Climate,20260812,0.06865671641791045
RPPS-TDC,onoff,Climate,20260813,0.01892744479495268
RPPS-TDC,onoff,Climate,20260814,0.07766990291262135
RPPS-TDC,onoff,Climate,20260815,0.08387096774193549
RPPS-TDC,onoff,Climate,20260816,0.9384615384615385
RPPS-TDC,onoff,Climate,20260817,0.12861736334405144
RPPS-TDC,onoff,Climate,20260818,0.1489971346704871
RPPS-TDC,onoff,Climate,20260819,0.12307692307692308
RPPS-TDC,onoff,Climate,20260820,0.1111111111111111
RPPS-TDC,onoff,Climate,20260821,0.7927927927927928
RPPS-TDC,onoff,Climate,20260822,0.07936507936507936
RPPS-TDC,onoff,Climate,20260823,0.8453947368421053
RPPS-TDC,onoff,Climate,20260824,1.0
RPPS-TDC,onoff,Climate,20260825,0.294478527607362
RPPS-TDC,onoff,Climate,20260826,0.40062111801242234
RPPS-TDC,onoff,Climate,20260827,0.0
RPPS-TDC,onoff,Climate,20260828,0.07738095238095238
RPPS-TDC,onoff,Climate,20260829,0.3076923076923077
RPPS-TDC,onoff,Climate,20260830,0.03592814371257485
RPPS-TDC,onoff,Climate,20260831,0.07301587301587302
RPPS-TDC,onoff,Climate,20260832,0.009230769230769232
RPPS-TDC,onoff,Climate,20260833,0.07267441860465117
RPPS-TDC,onoff,Climate,20260834,1.0
RPPS-TDC,onoff,Climate,20260835,0.06050955414012739
RPPS-TDC,onoff,Climate,20260836,0.1661807580174927
RPPS-TDC,onoff,Climate,20260837,0.0
RPPS-TDC,onoff,Traffic,20260808,0.3776435045317221
RPPS-TDC,onoff,Traffic,20260809,0.9763313609467456
RPPS-TDC,onoff,Traffic,20260810,0.0581039755351682
RPPS-TDC,onoff,Traffic,20260811,0.021604938271604937
RPPS-TDC,onoff,Traffic,20260812,0.0
RPPS-TDC,onoff,Traffic,20260813,0.10443037974683544
RPPS-TDC,onoff,Traffic,20260814,0.6606606606606606
RPPS-TDC,onoff,Traffic,20260815,0.8798701298701299
RPPS-TDC,onoff,Traffic,20260816,0.0
RPPS-TDC,onoff,Traffic,20260817,0.06042296072507553
RPPS-TDC,onoff,Traffic,20260818,0.07668711656441718
