budget,mode,delta_cap,scene,target_workers,seed,task_id,participant_count,norm_sq_sum,dimension,no_truth,iterations,converged,pair_evaluations,effective_budget,angular_available,valid_score_count,scores_json,labels_json,retained_json,worker_ids_json,screening_macro_f1
cap-3,rabod,3,Water,27,20260808,78,10,2.881705614818971e-05,9,False,1,True,30,3,True,10,"[0.2854575416798811,0.01027980467437441,0.002904200423107461,0.024724968830130752,0.010182228963093185,9.308022200831589e-07,1.1847032306872617e-07,2.8339489518278232e-08,4.726506017711362e-08,2.476879624094799e-07]","[0,1,1,1,1,2,2,2,2,2]","[1,0,0,0,1,0,0,0,0,0]","[5,13,16,21,26,68,72,79,84,85]",0.6666666666666666
cap-3,rabod,3,Water,27,20260808,79,26,4.7006318904162704e-05,9,False,7,True,78,3,True,26,"[0.11316838697465696,0.10381052726223752,0.031697607145063054,0.026649699187824012,0.035107344587473666,0.002619697972534961,0.02161344584780824,0.02238590503389719,0.04546504220223709,0.02794960370163683,0.012933323003458449,0.030404087067389493,0.003617562192281122,3.0291849484672833e-06,7.657271977150952e-05,1.0203138753967263e-05,1.009050216659918e-07,2.518848917440228e-07,6.951165950224234e-09,1.4667725881379473e-07,8.092325646080684e-08,7.592094298281762e-09,1.2475188751233461e-08,4.6457132264298386e-08,8.283059512823339e-08,9.110797599600005e-09]","[0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[8,9,10,11,16,24,29,30,31,39,40,46,47,51,52,58,60,61,65,73,74,82,89,92,93,97]",0.6333333333333333
cap-3,rabod,3,Water,27,20260808,80,26,4.559772594629904e-05,9,False,6,True,78,3,True,26,"[0.046665473672520545,0.0063236406981605035,0.032214148814591254,0.019104080638406278,0.0023357686112129516,0.008072197287758084,0.017558210561438747,0.2363578007501585,0.059528079894246466,0.028629642415406713,0.0015001295149356445,0.020357997392813278,0.03508075123046717,0.08382007147055229,0.007388623793092373,8.136833366849483e-06,1.0436186909432795e-06,8.825832321979338e-07,5.6274209858077254e-06,8.056257611496879e-08,4.0504984583683084e-08,2.864292151001542e-09,1.5565693853395275e-07,3.3688677605219094e-08,1.332801447331205e-07,5.266776262106595e-08]","[1,1,1,1,1,1,1,0,0,1,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2]","[0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[2,8,11,12,15,18,22,23,24,25,28,30,35,47,48,53,55,57,58,68,69,71,83,86,87,93]",0.644927536231884
cap-3,rabod,3,Water,27,20260808,81,28,2.2448915556750063e-05,9,False,5,True,84,3,True,28,"[0.0009588974717368015,0.06578337870165414,0.19075643699029993,0.3353543582850726,0.06344297638097643,0.281820994390874,0.4233330849879523,0.016235528534841042,0.1122271964412946,0.0012815739031591705,0.008636463799016891,0.0055195111022000466,0.1682286619633985,1.0205864099927018e-05,0.11307617313813789,7.70964864694201e-08,8.622286594081628e-07,3.492805720145803e-06,1.1045643913733061e-06,1.6966068669451024e-07,1.6192459399557185e-08,2.540313056235734e-12,3.675562572225114e-08,7.779299684847096e-07,1.2838201819007388e-08,5.872852131732727e-11,6.009132688984819e-09,2.1018761539602627e-07]","[2,0,0,0,0,0,0,1,0,2,1,1,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2]","[0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[3,4,10,17,24,30,31,34,41,42,44,45,47,52,54,62,63,68,71,73,76,87,88,89,90,95,98,99]",0.81524926686217
cap-3,rabod,3,Water,27,20260808,82,44,1.3988841422640041e-05,9,False,5,True,132,3,True,44,"[0.011461451288362755,0.010137000923639334,0.06378318996146927,0.026946340563667095,0.01895634172500304,0.015872483382882056,0.02919093346171615,0.007234862367942856,0.0009996214697230638,0.015107567250408568,0.016101247249251927,0.041027121703787445,0.00504051468388743,0.011108678267801117,0.010814786322985907,0.023159486042989084,0.028720627570041693,0.023471032347326747,0.025667467285026155,0.0026317350776839782,0.037175203172786955,0.0049585018613669965,0.0008205468819901353,0.015190599006566524,1.2495159461440856e-07,0.008368744643887411,1.8332646172863278e-06,2.759484747857497e-08,0.013312336508545948,9.211030966959922e-07,7.7783669093157e-07,9.011780270990083e-07,1.7427045090464106e-07,1.4043371005968986e-07,2.478970357086511e-06,1.4529877372500867e-07,9.081056064578899e-09,1.1604896676420287e-07,2.9618165786600218e-08,3.152506570603875e-08,2.8018413958831233e-09,1.8346377471349617e-07,7.987570602274805e-09,2.5225701260621037e-08]","[1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,3,5,6,10,12,15,17,19,20,24,25,26,27,31,34,38,39,44,46,47,48,49,50,53,54,55,58,59,61,63,69,70,71,74,77,78,81,83,84,88,89,90,97]",0.49
cap-3,rabod,3,Water,27,20260808,83,31,2.9560428127169413e-05,9,False,3,True,93,3,True,31,"[0.0028952508688980523,0.13939123884416207,0.07985657839198097,0.07885927824472766,0.07906665568527796,0.009016462257630477,0.015697420340798834,0.11322788058455764,0.00013524711107604643,0.012312890829896827,0.07670875863863748,0.010072593707899804,0.041748473690910955,0.037463301210135566,0.06908239401886997,0.02886572449771961,0.0009000608347232218,0.0876006192861017,0.05599074716199757,3.475064765359088e-06,3.6974754555790495e-07,6.187401163499394e-07,2.9247979435179665e-09,3.913664474709039e-08,6.05869287595217e-08,3.975781640910663e-07,8.644435658084097e-07,3.433659218219388e-08,1.421892936427865e-08,2.4486633990616787e-07,3.001778967759844e-08]","[1,0,0,0,0,1,1,0,2,1,0,1,1,1,0,1,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2]","[0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[8,10,11,12,14,16,18,19,21,22,24,29,30,32,37,38,42,48,56,59,60,68,71,72,74,80,89,90,91,92,98]",0.7521367521367521
cap-3,rabod,3,Water,27,20260808,84,16,0.00010175265442472085,9,False,4,True,48,3,True,16,"[0.009669454761646257,0.0248538570705272,0.013811589781323692,0.005243685311186019,0.05112594498464701,0.03022704596642356,0.021666849286792775,0.210437615909771,0.006599638802681708,0.009183412178642585,1.0634762746183518e-07,0.00042180834142760697,3.5067973930371823e-09,7.137450691374173e-08,8.925673741379863e-08,5.1924829425402285e-08]","[1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,2]","[0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0]","[2,3,5,25,26,28,29,44,49,50,62,63,75,85,95,99]",0.5909090909090909
cap-3,rabod,3,Water,27,20260808,85,14,0.0001242295695534045,9,False,1,True,42,3,True,14,"[0.19039428732452765,0.0391865551584763,0.028174647660358376,0.013938700581405552,0.00457378079645673,0.0126215915482306,0.0010708295914404337,0.03275771447881598,1.4935275452409678e-06,5.848668150795677e-05,3.2607107859095177e-06,2.307607548183592e-08,1.5758558556536707e-07,1.7773445242487118e-06]","[0,1,1,1,1,1,2,1,2,2,2,2,2,2]","[1,0,0,0,1,0,0,0,0,0,0,0,0,0]","[7,14,26,30,35,39,47,54,56,57,58,67,76,77]",0.5535714285714286
cap-3,rabod,3,Water,27,20260808,86,25,4.553158953316066e-05,9,False,4,True,75,3,True,25,"[0.0035814740401448088,0.027464805929949293,0.005886281365168401,0.0002609162674819065,0.048172310373207385,0.028153300702975045,0.14223438732616012,0.0033577556283247555,0.03321949467138863,0.0038302575863028454,0.002130102918329647,7.301294369312207e-05,7.750825769354582e-06,1.4356908484495677e-06,3.192079863543968e-06,8.827953971938445e-09,6.984831835181428e-07,4.943427474240596e-06,3.335018813954437e-08,1.3060086268485809e-09,4.1091344588968416e-08,1.6361977351444313e-07,5.1096394714159434e-09,6.949415017187688e-08,8.877129647094486e-08]","[1,1,1,2,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,2,6,8,22,23,29,31,38,44,47,51,52,60,63,66,69,70,74,77,83,87,89,96,98]",0.5660919540229885
cap-3,rabod,3,Water,27,20260808,87,28,0.00010594647439946862,9,False,5,True,84,3,True,28,"[0.010746468176492588,0.053076837634230586,0.08693435253894018,0.008588781057749503,0.18500678384797725,0.1681647722764891,0.024662299106637444,0.0021054802732406864,0.015281368951748179,0.0005875681297766975,0.0152413836683113,0.12087271574943352,0.01954827483224599,0.005153806178021353,0.1065846881806277,0.000633158346228546,0.0020309147554571985,4.33684345611607e-09,5.142667473486913e-07,9.149345043358451e-06,4.357626289845915e-07,5.588132678881165e-08,3.221308651428084e-07,1.7118318890945511e-06,1.7705705363739137e-07,1.687438738746259e-07,7.817519317084498e-08,4.530858391315086e-08]","[1,1,0,1,0,0,1,1,1,2,1,0,1,1,0,2,1,2,2,2,2,2,2,2,2,2,2,2]","[0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2,3,6,11,17,19,21,24,26,27,31,34,35,40,47,53,55,56,61,63,72,73,76,81,85,87,94,100]",0.7115384615384616
cap-3,rabod,3,Water,27,20260808,88,50,2.717780163909416e-05,9,False,4,True,150,3,True,50,"[0.07427126426742724,0.03500062139273077,0.11217529394022684,0.004758848751149698,0.012343077110513979,0.017141013351755458,0.003885711545981781,0.006330231591200001,0.049161998691430106,0.049082311918001165,0.08652770912080966,0.011696003047687932,0.0017411475869284195,0.04501271607017081,0.01341441030118783,0.0017716320262192607,0.01450330840499876,0.005476990063923671,0.040324316364949264,0.11407574632866828,0.01794109128384355,0.040150943255305487,0.007800008979778703,4.7344841711737565e-06,0.04973436617919485,7.877657951699781e-08,2.5960284321404947e-07,1.1106311682388407e-05,6.528560145461139e-09,1.1063054099093518e-06,9.339943881046537e-06,0.11151345289139884,6.158102008888058e-08,7.075448994301525e-08,9.306939087347214e-09,1.482684660695433e-07,1.3271169415470102e-06,8.92159610072349e-08,2.66965408021366e-06,2.5005868756910974e-07,1.0664141286896211e-07,1.2566330397422028e-07,6.036309573394557e-07,4.133025554556895e-08,2.137715952506616e-07,3.558724123666717e-07,6.744831249435778e-09,5.352046546876016e-07,1.6013050658767165e-07,4.6979805025127446e-08]","[0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[5,6,7,9,12,15,17,18,19,22,24,26,27,30,31,32,34,41,42,44,45,46,47,53,55,57,58,60,61,62,63,64,65,66,67,69,71,72,73,74,75,76,80,81,85,86,87,89,94,96]",0.6236263736263736
cap-3,rabod,3,Water,27,20260808,89,26,5.869869665858271e-06,9,False,4,True,78,3,True,26,"[0.03761679082671004,0.0230934855887861,0.014138421051324767,0.034840541000514445,0.05890217618791038,0.0022964188313458972,0.032749056642957734,0.002262273337826795,0.015693435498865413,0.045864496148169245,0.02739641968848584,0.001623143910584036,0.01006127045653795,0.030431857521288765,0.004484613806696009,0.0033231848402347774,1.231667709327975e-06,1.3901556235649496e-05,6.33160019484776e-07,2.8031573491971276e-08,4.847241676153768e-08,1.085351934355679e-07,2.1021317070483655e-08,1.999583322416217e-08,2.479469450498096e-08,4.102175141841079e-08]","[1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]","[1,4,5,7,9,12,13,14,15,21,23,28,29,30,46,50,51,53,55,70,72,73,81,86,88,100]",0.5350140056022409
cap-3,rabod,3,Water,27,20260808,90,38,1.9928561852374148e-05,9,False,5,True,114,3,True,38,"[0.03749089868404298,0.03429976110483922,0.04753679302138247,0.025113529780975925,0.0025928583486749166,0.0031713271876356373,0.0917721378002898,0.07716210739877775,0.03755025965247048,0.05167422353251661,0.008954778236327164,0.04869015474074048,0.04301107342539281,0.017572412092000313,0.11222123161964473,0.005121185308954896,0.07460598708507747,0.08593364874558504,0.002247324126373598,0.06088142499835384,0.003840399608224651,0.0021086157050519815,0.0010392125779754248,5.294318952430265e-07,6.655202602171044e-07,6.793694190384303e-08,9.783983311946309e-08,1.179750005903112e-09,3.82928823967775e-08,1.328398941101451e-07,3.4867507880726614e-07,2.320607480377125e-08,2.4273446377288384e-07,5.216232841767323e-07,1.1440625723720376e-07,1.1065044989102826e-07,3.2062083238190944e-07,3.8998793155433285e-07]","[1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[4,5,7,8,11,12,13,16,17,20,23,26,29,33,35,36,37,38,40,44,46,48,52,56,58,61,64,70,71,72,75,77,84,86,88,94,96,97]",0.7142857142857143
cap-3,rabod,3,Water,27,20260808,91,25,6.234936489635742e-05,9,False,5,True,75,3,True,25,"[0.00556732840564033,0.008427855889165132,0.046678067506280056,0.03678841657244265,0.059630239611015164,0.0008256391595149647,0.01336333836966204,0.00014481343271015732,0.10120931013149112,0.09439940799470434,0.003291774787174838,0.008397547060005194,0.023236911437008026,4.7316199863289024e-07,2.6086366632185296e-07,5.501049322923312e-07,5.730847513003319e-07,3.7710256423676846e-07,9.184165424394534e-08,0.0008572052727254283,1.0035022476340433e-06,7.709851883877774e-08,6.64214951892396e-07,6.144724502617807e-08,4.108742296793629e-08]","[1,1,1,1,0,2,1,2,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2]","[0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,9,20,23,27,28,29,36,37,41,43,45,47,53,61,66,69,73,75,80,83,87,90,91,93]",0.6490384615384616
cap-3,rabod,3,Water,27,20260808,92,22,5.291075081432359e-05,9,False,5,True,66,3,True,22,"[0.07147361639063825,0.008649986470105226,0.0583845747369725,0.008994415159597384,0.02123701085337475,0.03323359190064315,0.02437251173088249,0.006977324748800177,0.04403427676448302,0.009100254205982448,0.03982809104854569,0.07904412875681353,9.834962820785732e-08,1.7435164203914222e-06,3.402308076043422e-07,1.061398341696742e-06,3.6565423857757876e-07,4.6861643788653456e-07,3.787927298710046e-07,1.260639439676145e-07,2.3165090384542564e-09,1.3860722805108387e-07]","[0,1,0,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2]","[1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0]","[7,15,16,17,20,22,23,28,33,38,41,47,61,62,67,69,73,74,85,89,92,100]",0.7
cap-3,rabod,3,Water,27,20260808,93,20,8.711099122899562e-05,9,False,6,True,60,3,True,20,"[0.013589020764318456,0.02733788439135555,0.000665098186366391,0.03768749652196789,0.0007937296522569797,0.03372031299051998,0.0011171463915442114,7.640393865582874e-07,4.483849493504188e-06,2.9285845422947415e-09,3.7318146081615046e-07,1.3522157830646144e-08,1.9527757271270782e-09,1.629641787814709e-07,4.1930916102668956e-08,4.5692770091129764e-08,1.982851939807786e-08,2.231690260567139e-09,4.15255618114827e-09,3.3687519138288863e-09]","[1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2,5,14,17,39,42,46,56,60,63,66,68,74,80,87,88,92,95,97,98]",0.4482758620689655
cap-3,rabod,3,Water,27,20260808,94,26,5.2580307407747323e-05,9,False,5,True,78,3,True,26,"[0.05312032492220682,0.0003433502746461227,0.022261580665602246,0.1258677138939702,0.030590808173398074,0.000778903549459597,0.03472869871827205,0.012539044313335692,0.05475461774427025,0.051205292050381504,0.09142224872758666,0.042865396108231806,7.592328562967831e-07,0.038187188183063527,1.8198394986119587e-06,1.6740122886898453e-07,6.61109353731195e-07,5.849415608617618e-09,1.4939609640323287e-07,6.294873123779535e-07,1.4186824084678522e-07,4.855665196622389e-08,1.02780198082469e-07,1.794072703211542e-07,1.213245519079603e-07,4.589127012007499e-08]","[1,2,1,0,1,2,1,1,1,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2]","[1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[6,7,9,16,20,21,29,30,33,45,47,50,54,57,63,64,66,67,71,74,75,80,83,87,92,97]",0.5911330049261083
cap-3,rabod,3,Water,27,20260808,95,18,4.6908819041969445e-05,9,False,5,True,54,3,True,18,"[0.0019197768247035316,0.024817979989333504,0.007134153855813365,0.002424824289053238,0.0028668538249221687,0.004205052527272596,0.09662260962709542,0.020274062514891986,0.004359171736628007,0.010834145724798554,0.0014898741910281414,0.0034449022093994875,0.002104160187316438,3.328552966238731e-07,2.8495213487301603e-07,3.902560125836463e-08,1.5077630454043775e-08,7.938813318491881e-08]","[1,1,1,1,1,1,0,1,1,1,2,1,1,2,2,2,2,2]","[0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0]","[15,18,20,23,24,29,30,33,35,46,48,50,57,68,85,91,93,99]",0.4935897435897436
cap-3,rabod,3,Water,27,20260808,96,21,0.00014651507787393888,9,False,5,True,63,3,True,21,"[0.016777103126497484,0.0067330958556681446,0.029063108270105005,0.01971466931744062,0.01514391148263496,0.007454731517694624,0.03538876807064089,0.012037843161255592,0.0393417773092124,9.24126983324408e-06,0.016030821142285,0.004275743678988678,4.4291080164895914e-07,0.0010313152284790843,5.52415792366582e-07,2.1281517251101776e-07,3.657689348289919e-08,7.937715322868822e-09,1.5411117297737839e-07,1.77084367796303e-08,4.263921437945291e-08]","[1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2]","[0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[2,14,15,20,27,28,29,35,45,53,54,57,58,59,68,79,80,84,85,95,100]",0.45454545454545453
cap-3,rabod,3,Water,27,20260808,97,32,2.0790161733763805e-05,9,False,4,True,96,3,True,32,"[0.07198956268588384,0.0016176410476671235,0.018580091467946123,0.19422480369740525,0.0957050488694893,0.04982306642120114,0.182264362828857,0.006930081357483589,0.07085634251333074,0.012688078697114896,0.22383050557900025,0.1278683742885963,0.005138403007875663,0.006562317928681411,0.025164382689659908,0.013676018257981171,0.00010599579248255006,0.05657079475983579,0.003862517043642054,1.3131751320539778e-06,1.1783433277632634e-08,8.658410137955345e-06,6.253728348026675e-07,5.636240147061243e-05,5.89401309604596e-08,4.6027028915482467e-07,1.0651248678587865e-07,2.51601305178679e-08,5.31341202437284e-08,4.367866711556021e-09,8.529025845255064e-09,2.1061545984940878e-07]","[0,2,1,0,0,1,0,1,0,1,0,0,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,7,8,11,13,19,25,26,32,33,34,37,38,47,48,51,55,56,60,62,64,68,69,70,72,80,81,86,87,88,96,99]",0.7556818181818181
cap-3,rabod,3,Water,27,20260808,98,39,1.3582478532043961e-05,9,False,3,True,117,3,True,39,"[0.05131002828890518,0.11979552999236823,0.054415518713357716,0.22087686862802927,0.15758805460480452,0.13731589186774099,0.005702919780720812,0.01358551372379905,0.012894509452639254,0.006214414458509445,0.0491605365893588,0.04972360882697942,0.03264708843830051,0.07813989014931132,0.08364125915032639,0.04794038477899132,0.013709843647996128,0.006468972118185282,1.924053052484714e-06,0.023938209353945236,5.512660929156649e-06,0.10042157006302505,0.06369691186716238,0.0002564871617050924,0.017039164771076976,6.253628031284567e-07,2.490802215300933e-07,4.2050903110414653e-10,1.5337514992986517e-07,6.933057763068627e-08,1.4474506769643954e-07,1.1355848987212295e-09,2.500917583756197e-07,1.9679643767052712e-08,8.701834791324289e-08,3.713548908812827e-08,2.318910126000712e-08,1.8682210052116394e-07,3.156172495732803e-08]","[1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,1,2,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2,5,6,11,12,21,22,24,27,28,37,38,40,41,44,46,47,50,52,53,55,56,57,58,60,62,66,70,71,77,80,83,85,91,92,93,96,98,100]",0.6781376518218624
cap-3,rabod,3,Water,27,20260808,99,10,8.694520177589097e-05,9,False,5,True,30,3,True,10,"[0.012331655396667491,0.004159859604204729,0.027251100026798047,0.0010515364859685508,0.018632947000890732,0.004356409425916078,1.561082657913295e-08,1.688261604645603e-07,1.9756332169390345e-07,6.884804010637202e-09]","[1,1,1,2,1,1,2,2,2,2]","[1,0,0,0,1,1,0,0,0,0]","[1,8,9,11,28,40,68,74,83,86]",0.4444444444444444
cap-3,rabod,3,Water,27,20260808,100,14,0.00011502619607416432,9,False,2,True,42,3,True,14,"[0.045824712799347966,0.0761316596576913,0.0752729997239496,0.0005805698011049501,0.01620544291424628,0.002703123467689718,0.002084020646552085,0.0001300118906322704,2.2153158053059365e-07,2.8618045680488763e-05,1.774306227482182e-07,4.653888112844049e-09,3.007877035132519e-06,1.4878973295069235e-06]","[1,0,0,2,1,1,1,2,2,2,2,2,2,2]","[0,1,1,0,0,1,0,0,0,0,0,0,0,0]","[15,33,40,43,46,48,49,53,57,64,72,74,77,85]",0.6888888888888889
cap-3,rabod,3,Water,39,20260808,21,48,1.5746646736247992e-05,9,False,5,True,144,3,True,48,"[0.006121669479707755,0.038510526986390375,0.04588738473644341,0.004644175500572905,0.08806873232343711,0.07997838303310544,0.2031764293923466,0.08254595277830093,0.0003317861615776816,0.039429349774351086,0.005544745984615228,0.07100617982327759,0.04492456844165313,0.0016821086886212539,0.02447690790250056,0.03173631068386025,0.06259448362279459,0.2657915788377421,0.03076161790892921,0.022274010072681087,0.10612043821658042,0.021565878868090745,0.08206333260200346,0.09705479081908937,0.005937879093014187,0.00023394685931639545,0.039094574937886976,1.8048877565161521e-06,9.150196392505026e-08,4.7866357841957614e-06,2.448895283001203e-06,0.004701152082700509,8.429407433804552e-09,5.0395209999693007e-08,8.194411619107725e-08,3.8247071502607936e-07,2.40381831210366e-07,4.726160558625097e-08,5.100214307399297e-07,4.216593025727886e-09,3.399309243558755e-08,3.795847645860219e-07,8.69874433507631e-08,6.67493176100103e-08,4.594053359877888e-07,3.2323304481662538e-09,6.939685919696477e-07,7.674240488682757e-08]","[1,1,1,1,0,0,0,0,2,1,1,0,1,2,1,1,0,0,1,1,0,1,0,0,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[3,4,5,7,8,9,10,11,13,14,16,17,18,22,24,25,27,28,29,36,41,47,48,51,56,59,60,62,64,66,68,69,71,74,78,79,81,82,83,86,87,91,92,93,95,97,98,99]",0.7102272727272727
cap-3,rabod,3,Water,39,20260808,22,18,5.606482706744885e-05,9,False,5,True,54,3,True,18,"[0.042337252859292705,0.003145349062658756,0.004272169059029756,0.0032321731339620334,0.010037573268834454,0.1334022486137088,0.0010817431731082517,0.03409858515686366,0.08727365213474474,0.01122427632450996,2.2086248393056788e-07,0.1345896552199678,0.006428712078693978,6.436648656040994e-09,2.20844899832741e-08,1.2641397482916804e-07,6.46363738055759e-08,4.391729558349849e-08]","[1,1,1,1,1,0,2,1,0,1,2,0,1,2,2,2,2,2]","[1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0]","[2,11,23,27,35,40,41,49,51,54,55,56,69,71,75,90,92,95]",0.44385026737967914
cap-3,rabod,3,Water,39,20260808,23,52,2.867275083203768e-05,9,False,5,True,156,3,True,52,"[0.1780370647579233,0.04682685903153694,0.011234666263446675,0.014175672904628912,0.07173601113352558,0.0944441771833053,0.047870757447770716,0.01299072663414749,0.005106215194710135,0.009910922589955845,0.03128608544068102,0.01716846311951751,0.017731719372394986,0.016140630622980514,0.0038989037843316083,0.0010297931551880748,0.045724717000826594,0.020662690461694104,0.05792025591567246,0.009970844385472853,0.023755832551143927,0.020496611553065546,0.03343507899972184,0.0070520076733175865,0.014010149836210727,0.007804236524694045,0.006460452603175093,0.039294241948235865,0.009481263270564816,0.03004212548079039,3.877047145220826e-06,4.6040041895232395e-08,3.118818649470931e-06,4.204691141854375e-07,2.0897455978701388e-07,2.7707780807079932e-06,1.3239707478649376e-06,5.027759988623104e-08,1.4349137090412748e-07,5.963814326544115e-07,2.901671588673875e-07,3.3723589005649073e-07,5.804138663962561e-08,5.639014684785558e-07,6.975868995741266e-08,4.3529850745991226e-08,4.116260120061367e-08,2.0546122367155944e-09,2.3165608733935765e-07,1.988927132507354e-08,1.3082459967733933e-08,7.394827874370018e-10]","[0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,2,9,11,13,18,21,22,23,24,25,26,28,31,34,36,37,38,39,40,41,42,44,46,50,51,53,54,55,56,59,61,68,69,71,73,74,75,77,78,79,81,82,89,90,91,92,93,94,95,96,99]",0.5471428571428572
